TIME;RPM;MAP;Boost Target;Short term trim corr.;Lambda target;Lambda;Air flow;TPS;DBW pos;VE;
721.52;1868;31;0;85.000;1.000;0.938;3;13;19.500;34.800;
721.56;1869;33;0;85.500;1.000;0.953;3;11;18.000;36.800;
721.60;1869;33;0;86.000;1.000;0.961;3;11;16.500;36.800;
721.64;1867;33;0;86.000;1.000;0.984;3;10;14.500;36.700;
721.68;1865;32;0;87.000;1.000;1.000;3;10;15.500;36.700;
721.72;1867;32;0;87.500;1.000;1.016;3;10;17.000;35.800;
721.76;1867;32;0;88.000;1.000;1.031;3;11;17.000;35.800;
721.80;1866;32;0;88.000;1.000;1.039;3;11;16.500;35.800;
721.84;1867;32;0;88.000;1.000;1.023;3;11;16.500;35.800;
721.88;1869;32;0;88.000;1.000;1.023;3;11;16.500;35.900;
721.92;1871;32;0;87.500;1.000;1.008;3;11;16.000;35.900;
721.96;1869;32;0;87.500;1.000;1.008;3;10;15.000;35.900;
722.00;1869;31;0;87.500;1.000;1.000;3;10;14.500;34.800;
722.04;1871;31;0;87.500;1.000;1.008;3;10;15.000;34.800;
722.08;1872;31;0;87.500;1.000;1.008;3;9;15.000;34.900;
722.12;1873;30;0;87.500;1.000;1.008;3;9;14.500;34.100;
722.16;1871;30;0;87.500;1.000;1.008;3;8;14.500;34.100;
722.20;1870;30;0;87.500;1.000;1.000;3;9;14.500;34.100;
722.24;1869;30;0;87.000;1.000;0.992;3;9;14.500;34.100;
722.28;1869;30;0;87.000;1.000;0.992;3;10;16.000;34.100;
722.32;1869;30;0;87.000;1.000;0.984;3;10;17.000;34.100;
722.36;1869;30;0;87.000;1.000;0.984;3;13;21.000;34.100;
722.40;1870;32;0;87.000;1.000;0.992;3;13;20.500;35.900;
722.44;1874;33;0;87.000;1.000;1.000;3;12;19.500;36.800;
722.48;1876;34;0;88.000;1.000;1.023;3;11;15.500;37.700;
722.52;1875;33;0;90.000;1.000;1.070;3;9;13.000;37.700;
722.56;1871;33;0;90.500;1.000;1.086;3;9;14.000;37.200;
722.60;1867;33;0;91.000;1.000;1.094;3;9;14.500;36.700;
722.64;1864;31;0;91.000;1.000;1.094;3;9;14.500;34.800;
722.68;1869;31;0;91.000;1.000;1.086;3;9;14.500;34.900;
722.72;1873;31;0;90.500;1.000;1.039;3;9;14.500;34.100;
722.76;1868;30;0;88.500;1.000;1.008;3;11;19.000;34.100;
722.80;1864;31;0;88.000;1.000;0.992;3;13;21.500;34.800;
722.84;1865;32;0;88.000;1.000;0.992;3;13;20.500;35.300;
722.88;1865;33;0;87.500;1.000;0.984;3;12;19.000;35.800;
722.92;1867;34;0;88.000;1.000;0.992;3;12;19.500;36.700;
722.96;1871;34;0;89.000;0.990;1.039;3;12;19.500;37.700;
723.00;1868;35;0;91.000;0.990;1.070;3;12;19.500;38.600;
723.04;1862;35;0;91.500;0.990;1.086;3;11;14.500;38.500;
723.08;1864;35;0;91.500;0.990;1.078;3;11;15.000;38.500;
723.12;1865;34;0;91.000;0.990;1.070;3;10;15.000;38.500;
723.16;1873;33;0;91.000;1.000;1.063;3;11;17.500;36.800;
723.20;1873;33;0;91.000;1.000;1.063;3;11;16.000;36.800;
723.24;1863;33;0;91.500;1.000;1.039;3;11;17.500;36.700;
723.28;1864;33;0;89.500;1.000;1.008;3;11;17.000;36.700;
723.32;1869;33;0;90.000;1.000;1.000;3;11;17.000;36.800;
723.36;1872;33;0;90.000;1.000;1.000;3;11;16.000;36.800;
723.40;1875;32;0;90.000;1.000;1.000;3;11;14.500;36.800;
723.44;1874;32;0;90.000;1.000;1.000;3;10;16.000;35.900;
723.48;1873;31;0;89.500;1.000;1.000;3;9;13.000;34.900;
723.52;1873;31;0;89.000;1.000;0.992;3;8;12.500;34.900;
723.56;1870;30;0;88.500;1.000;0.984;3;8;13.000;34.100;
723.60;1870;30;0;88.500;1.000;0.984;3;8;13.000;34.100;
723.64;1869;29;0;88.500;1.000;0.984;3;8;13.000;34.100;
723.68;1868;28;0;88.500;1.000;0.984;3;8;13.000;34.100;
723.72;1868;28;0;88.500;1.000;0.984;3;8;12.000;34.100;
723.76;1867;28;0;88.500;1.000;0.984;3;8;12.000;34.000;
723.80;1865;27;0;88.000;1.000;0.969;3;8;12.000;34.000;
723.84;1862;27;0;88.000;1.000;0.969;3;8;12.000;34.000;
723.88;1861;27;0;88.000;1.000;0.969;2;8;10.500;34.000;
723.92;1860;27;0;87.500;1.000;0.961;1;7;8.500;34.000;
723.96;1859;26;0;87.500;1.000;0.961;1;3;2.000;34.000;
724.00;1838;24;0;86.500;1.000;0.938;1;2;3.000;34.000;
724.04;1829;22;0;86.500;1.000;0.953;1;2;2.000;34.000;
724.08;1871;20;0;87.000;1.000;0.961;1;1;0.500;34.000;
724.12;1881;19;0;93.500;1.000;0.961;1;1;0.500;34.000;
724.16;1890;18;0;100.000;1.000;0.961;1;0;0.000;34.100;
724.20;1858;16;0;100.000;1.000;0.930;1;0;0.000;34.000;
724.24;1836;16;0;100.000;1.000;0.914;1;0;0.000;34.000;
724.28;1851;15;0;100.000;1.000;0.906;1;0;0.000;34.000;
724.32;1874;14;0;100.000;1.000;0.914;1;0;0.000;34.100;
724.36;1878;14;0;100.000;1.000;0.930;1;0;0.000;34.100;
724.40;1860;14;0;100.000;1.000;0.953;1;0;0.000;34.000;
724.44;1841;14;0;100.000;1.000;0.969;1;0;0.000;34.000;
724.48;1832;13;0;100.000;1.000;1.000;1;0;0.000;34.000;
724.52;1857;13;0;100.000;1.000;1.055;1;0;0.000;34.000;
724.56;1864;13;0;100.000;1.000;1.211;1;0;0.000;34.000;
724.60;1843;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.64;1834;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.68;1836;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.72;1837;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.76;1851;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.80;1847;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.84;1833;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.88;1835;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.92;1839;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
724.96;1842;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.00;1838;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.04;1823;12;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.08;1824;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.12;1830;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.16;1829;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.20;1827;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.24;1824;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.28;1819;12;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.32;1819;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.36;1821;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.40;1818;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.44;1816;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.48;1814;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.52;1815;13;0;100.000;1.000;1.227;1;0;0.000;34.000;
725.56;1817;13;0;100.000;1.000;1.227;1;0;0.500;34.000;
725.60;1813;13;0;100.000;1.000;1.227;1;5;10.000;34.000;
725.64;1808;15;0;100.000;1.000;1.227;1;6;10.500;34.000;
725.68;1809;17;0;100.000;1.000;1.227;1;8;13.000;34.000;
725.72;1820;18;0;100.000;1.000;1.227;1;8;13.000;34.000;
725.76;1830;19;0;100.000;1.000;1.227;1;8;13.000;34.000;
725.80;1822;21;0;100.000;1.000;1.227;1;9;16.000;34.000;
725.84;1808;23;0;100.000;1.000;1.227;1;9;14.500;34.000;
725.88;1810;25;0;100.000;1.000;1.227;1;9;14.500;34.000;
725.92;1812;26;0;100.000;1.000;1.227;3;10;16.000;34.000;
725.96;1815;27;0;100.000;1.000;1.227;3;10;16.000;34.000;
726.00;1817;28;0;100.000;1.000;1.219;3;10;16.000;34.000;
726.04;1808;29;0;100.000;1.000;1.063;3;10;15.500;34.000;
726.08;1818;29;0;100.000;1.000;1.000;3;11;18.500;34.000;
726.12;1829;30;0;100.000;1.000;1.000;3;11;17.000;34.000;
726.16;1842;31;0;100.000;1.000;1.000;3;11;17.000;34.800;
726.20;1851;31;0;99.500;1.000;0.992;3;11;17.000;34.800;
726.24;1852;31;0;99.500;1.000;0.992;3;11;17.000;34.800;
726.28;1852;31;0;99.000;1.000;0.984;3;11;17.000;34.800;
726.32;1850;32;0;99.000;1.000;0.984;3;11;17.000;35.800;
726.36;1828;32;0;99.000;1.000;0.984;3;11;17.000;35.800;
726.40;1805;32;0;98.500;1.000;0.984;3;11;18.500;35.800;
726.44;1813;33;0;99.000;1.000;0.984;3;11;18.000;36.700;
726.48;1821;33;0;99.000;1.000;0.992;3;12;19.000;36.700;
726.52;1829;33;0;99.000;1.000;0.992;3;12;20.000;36.700;
726.56;1838;34;0;99.500;1.000;1.000;3;12;19.500;37.600;
726.60;1857;34;0;100.000;1.000;1.008;3;13;22.500;37.600;
726.64;1866;35;0;100.000;0.990;1.000;4;13;22.500;38.500;
726.68;1865;37;0;100.000;0.990;1.008;4;14;22.500;40.300;
726.72;1839;38;0;100.000;0.990;1.008;4;14;22.500;41.200;
726.76;1839;38;0;100.000;0.990;1.008;4;15;23.500;41.200;
726.80;1838;38;0;100.000;0.990;1.008;4;15;24.500;41.200;
726.84;1861;40;0;100.000;0.990;1.008;4;15;25.000;43.100;
726.88;1870;41;0;100.500;0.990;1.031;4;16;25.000;44.000;
726.92;1862;42;0;101.500;0.990;1.055;4;16;27.000;45.000;
726.96;1857;43;0;102.500;0.980;1.063;6;17;27.500;45.800;
727.00;1873;46;0;102.500;0.980;1.055;6;17;27.000;47.600;
727.04;1879;47;0;102.000;0.980;1.039;6;17;27.500;48.500;
727.08;1885;47;0;101.500;0.980;1.023;6;17;27.500;49.500;
727.12;1883;48;0;101.500;0.980;1.023;6;17;27.500;50.400;
727.16;1877;49;0;101.000;0.980;1.008;7;17;27.500;51.300;
727.20;1879;50;0;101.000;0.980;1.000;7;17;27.500;52.300;
727.24;1896;51;0;100.500;0.980;0.992;7;17;27.500;52.300;
727.28;1899;51;0;100.500;0.980;0.992;7;17;27.500;52.600;
727.32;1902;51;0;100.500;0.980;0.992;7;17;27.500;52.900;
727.36;1905;51;0;100.500;0.980;0.984;7;17;27.500;52.900;
727.40;1906;51;0;100.000;0.980;0.969;7;17;30.500;52.900;
727.44;1916;52;0;100.000;0.970;0.961;7;18;29.000;53.500;
727.48;1921;54;0;100.000;0.970;0.961;7;18;29.000;54.700;
727.52;1927;54;0;99.500;0.970;0.953;7;18;29.000;54.700;
727.56;1927;54;0;99.500;0.970;0.961;7;18;29.000;54.700;
727.60;1927;54;0;99.500;0.970;0.961;7;18;29.000;54.700;
727.64;1937;55;0;99.500;0.970;0.961;7;18;29.000;55.300;
727.68;1950;55;0;100.000;0.970;0.969;8;18;29.000;55.300;
727.72;1951;55;0;99.500;0.970;0.984;8;18;29.000;55.300;
727.76;1953;55;0;99.500;0.970;0.953;8;18;29.000;55.300;
727.80;1961;55;0;99.500;0.970;0.953;8;18;29.000;55.300;
727.84;1964;55;0;99.500;0.970;0.945;8;18;28.500;55.300;
727.88;1966;55;0;99.000;0.970;0.938;8;17;27.500;55.300;
727.92;1975;54;0;99.500;0.980;0.953;8;14;24.000;54.700;
727.96;1979;51;0;98.500;0.980;0.930;6;12;17.500;53.500;
728.00;1985;46;0;98.000;0.990;0.914;5;12;17.000;49.600;
728.04;1988;42;0;98.000;0.990;0.922;5;11;16.500;46.000;
728.08;1987;41;0;97.500;0.990;0.906;5;11;16.500;44.200;
728.12;1986;39;0;97.000;0.990;0.891;5;11;16.500;42.300;
728.16;1996;37;0;96.000;0.990;0.867;3;10;12.500;40.500;
728.20;2004;34;0;95.500;1.000;0.867;3;9;14.000;38.800;
728.24;2016;32;0;95.500;1.000;0.867;3;9;12.500;36.100;
728.28;2024;30;0;95.500;1.000;0.883;3;8;12.000;35.100;
728.32;2025;29;0;95.000;1.000;0.875;3;8;10.500;34.700;
728.36;2026;28;0;94.500;1.000;0.867;3;7;9.000;34.300;
728.40;2029;26;0;95.000;1.000;0.883;1;5;7.000;34.300;
728.44;2031;25;0;94.000;1.000;0.867;1;5;7.500;34.300;
728.48;2026;23;0;94.000;1.000;0.883;1;4;4.500;34.300;
728.52;2017;21;0;94.000;1.000;0.883;1;4;6.500;34.300;
728.56;1994;20;0;92.500;1.000;0.867;1;4;6.000;34.200;
728.60;1999;20;0;96.500;1.000;0.867;1;4;6.500;34.200;
728.64;2003;19;0;100.000;1.000;0.867;1;4;6.500;34.200;
728.68;2039;19;0;100.000;1.000;0.867;2;3;2.000;34.300;
728.72;2078;18;0;100.000;1.000;0.867;2;1;0.500;34.400;
728.76;2061;16;0;100.000;1.000;0.867;1;1;1.000;34.400;
728.80;2013;16;0;100.000;1.000;0.891;1;1;1.000;34.300;
728.84;2032;15;0;100.000;1.000;0.883;2;1;0.000;34.300;
728.88;2054;15;0;100.000;1.000;0.891;2;1;0.000;34.300;
728.92;2075;14;0;100.000;1.000;0.898;2;0;0.000;34.400;
728.96;2079;13;0;100.000;1.000;0.891;2;0;0.000;34.400;
729.00;2053;13;0;100.000;1.000;0.906;1;0;0.000;34.400;
729.04;2026;13;0;100.000;1.000;0.922;2;0;0.000;34.300;
729.08;2069;12;0;100.000;1.000;0.938;2;0;0.000;34.300;
729.12;2076;12;0;100.000;1.000;0.953;2;0;0.000;34.300;
729.16;2083;12;0;100.000;1.000;0.961;2;0;0.000;34.400;
729.20;2061;12;0;100.000;1.000;1.008;1;0;0.000;34.400;
729.24;2048;12;0;100.000;1.000;1.039;2;0;0.000;34.300;
729.28;2062;12;0;100.000;1.000;1.125;2;0;0.000;34.400;
729.32;2082;12;0;100.000;1.000;1.008;2;0;0.000;34.400;
729.36;2075;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.40;2066;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.44;2056;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.48;2071;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.52;2081;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.56;2079;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.60;2072;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.64;2072;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.68;2072;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.72;2086;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.76;2087;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.80;2077;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.84;2079;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.88;2086;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.92;2088;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
729.96;2090;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.00;2087;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.04;2083;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.08;2090;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.12;2094;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.16;2095;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.20;2095;12;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.24;2091;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.28;2093;11;0;100.000;1.000;1.227;2;0;0.000;34.400;
730.32;2103;12;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.36;2104;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.40;2104;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.44;2105;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.48;2106;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.52;2106;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.56;2107;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.60;2111;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.64;2111;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.68;2113;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.72;2114;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.76;2115;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.80;2114;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.84;2115;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.88;2122;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.92;2122;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
730.96;2123;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.00;2124;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.04;2126;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.08;2126;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.12;2124;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.16;2127;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.20;2129;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.24;2131;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.28;2133;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.32;2135;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.35;2131;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.39;2131;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.43;2136;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.47;2137;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.51;2137;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.55;2140;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.59;2146;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.63;2147;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.67;2148;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.71;2148;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.75;2148;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.79;2147;11;0;100.000;1.000;1.227;2;0;0.000;34.500;
731.83;2152;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
731.87;2155;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
731.91;2154;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
731.95;2157;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
731.99;2157;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.03;2158;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.07;2158;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.11;2159;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.15;2159;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.19;2160;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.23;2160;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.27;2168;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.31;2170;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.35;2171;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.39;2173;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.43;2174;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.47;2176;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.51;2177;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.55;2179;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.59;2180;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.63;2182;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.67;2183;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.71;2185;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.75;2186;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.79;2188;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.83;2189;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.87;2191;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.91;2192;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.95;2194;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
732.99;2195;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
733.03;2197;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
733.07;2198;11;0;100.000;1.000;1.227;2;0;0.000;34.600;
733.31;2201;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.35;2204;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.39;2205;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.43;2202;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.47;2204;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.51;2205;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.55;2205;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.59;2205;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.63;2206;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.67;2208;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.71;2210;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.75;2224;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.79;2225;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.83;2223;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.87;2220;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.91;2219;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.95;2219;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
733.99;2224;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.03;2226;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.07;2227;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.11;2227;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.15;2227;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.19;2229;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.23;2233;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.27;2238;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.31;2237;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.35;2237;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.39;2236;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.43;2237;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.47;2238;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.51;2237;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.55;2239;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.59;2241;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.63;2245;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.67;2248;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
734.71;2254;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.75;2252;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.79;2251;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.83;2252;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.87;2253;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.91;2253;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.95;2257;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
734.99;2259;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.03;2257;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.07;2257;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.11;2257;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.15;2258;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.19;2259;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.23;2264;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.27;2265;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.31;2266;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.35;2267;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.39;2264;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.43;2263;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.47;2262;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.51;2253;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.55;2249;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.59;2252;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.63;2245;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.67;2241;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.71;2237;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.75;2249;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.79;2250;12;0;100.000;1.000;1.227;2;0;0.000;34.800;
735.83;2244;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.87;2245;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.91;2246;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.95;2246;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
735.99;2246;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.03;2248;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.07;2246;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.11;2248;12;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.15;2251;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.19;2250;12;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.23;2252;12;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.27;2253;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.31;2251;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.35;2246;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.39;2245;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.43;2259;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.47;2256;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.51;2253;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.55;2254;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.59;2260;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.63;2260;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.67;2260;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.71;2257;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.75;2259;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.79;2261;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.83;2267;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.87;2256;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
736.91;2248;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.95;2248;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
736.99;2251;12;0;100.000;1.000;1.227;2;0;0.000;34.800;
737.03;2253;12;0;100.000;1.000;1.227;2;0;0.000;34.800;
737.07;2250;11;0;100.000;1.000;1.227;2;0;0.000;34.800;
737.11;2244;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
737.15;2230;11;0;100.000;1.000;1.227;2;0;0.000;34.700;
